session_date,session_source,session_medium,campaign_name,landing_page,country,device_category,operating_system,browser,sessions,new_users,bounce_rate,avg_session_duration_sec,page_views,conversions,total_revenue,extraction_date,data_source
20250429,(direct),cpc,retargeting_q4,/collections/all,Spain,desktop,macOS,Chrome,11,7,0.8104,83.08,20,1,63.3,2026-07-04T05:01:00.675026,google_analytics_4
20250429,instagram,cpc,black_friday,/collections/all,Germany,tablet,Windows,Firefox,9,4,0.658,279.93,15,1,52.76,2026-07-04T05:01:00.675026,google_analytics_4
20250429,email,(none),brand_awareness,/products/gunbot-config,Brazil,mobile,Linux,Firefox,27,8,0.4656,385.33,44,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250429,facebook,(none),retargeting_q4,/products/btc-indicator,United States,tablet,Android,Edge,36,13,0.6359,323.93,141,2,125.43,2026-07-04T05:01:00.675026,google_analytics_4
20250430,(direct),referral,(not set),/products/gunbot-config,Mexico,mobile,iOS,Chrome,33,17,0.3809,293.42,44,1,287.47,2026-07-04T05:01:00.675026,google_analytics_4
20250501,email,referral,retargeting_q4,/,Canada,tablet,iOS,Safari,8,5,0.3072,126.11,20,1,279.51,2026-07-04T05:01:00.675026,google_analytics_4
20250501,email,social,summer_promo,/,Mexico,tablet,Android,Edge,64,34,0.7379,309.63,173,1,90.94,2026-07-04T05:01:00.675026,google_analytics_4
20250502,(direct),email,summer_promo,/products/gunbot-config,United States,mobile,macOS,Firefox,7,4,0.5949,295.23,10,1,127.2,2026-07-04T05:01:00.675026,google_analytics_4
20250502,email,email,(not set),/pages/about,Spain,tablet,Android,Chrome,31,17,0.8485,50.45,79,1,51.89,2026-07-04T05:01:00.675026,google_analytics_4
20250502,google,organic,(not set),/pages/about,United States,tablet,iOS,Firefox,80,59,0.6003,97.22,99,6,873.85,2026-07-04T05:01:00.675026,google_analytics_4
20250503,instagram,referral,retargeting_q4,/,Mexico,tablet,Linux,Edge,61,23,0.3998,107.92,211,2,305.77,2026-07-04T05:01:00.675026,google_analytics_4
20250503,direct,organic,black_friday,/pages/about,Canada,tablet,macOS,Chrome,51,25,0.5886,117.98,64,3,566.49,2026-07-04T05:01:00.675026,google_analytics_4
20250503,bing,social,black_friday,/pages/about,Mexico,tablet,Linux,Firefox,80,38,0.8455,247.09,198,2,363.32,2026-07-04T05:01:00.675026,google_analytics_4
20250503,google,email,(not set),/products/gunbot-config,Brazil,desktop,macOS,Edge,44,19,0.7558,285.9,159,2,527.59,2026-07-04T05:01:00.675026,google_analytics_4
20250504,facebook,cpc,black_friday,/pages/about,United States,mobile,Android,Firefox,14,5,0.7154,205.91,39,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250505,email,email,retargeting_q4,/products/gunbot-config,Mexico,desktop,Android,Edge,13,4,0.4449,92.45,23,1,190.88,2026-07-04T05:01:00.675026,google_analytics_4
20250506,direct,referral,summer_promo,/products/gunbot-config,Spain,tablet,Linux,Chrome,59,40,0.5002,142.27,199,4,1102.12,2026-07-04T05:01:00.675026,google_analytics_4
20250506,facebook,(none),summer_promo,/products/gunbot-config,United States,desktop,Windows,Edge,63,25,0.5266,125.02,192,3,433.32,2026-07-04T05:01:00.675026,google_analytics_4
20250506,email,social,retargeting_q4,/collections/all,United States,tablet,Android,Safari,41,14,0.407,320.68,72,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250506,(direct),referral,black_friday,/collections/all,Canada,tablet,Android,Firefox,93,59,0.4557,139.64,193,1,32.77,2026-07-04T05:01:00.675026,google_analytics_4
20250506,email,email,summer_promo,/products/gunbot-config,United States,mobile,macOS,Edge,61,25,0.3083,175.43,82,4,761.07,2026-07-04T05:01:00.675026,google_analytics_4
20250506,direct,email,black_friday,/pages/about,Mexico,desktop,Android,Chrome,32,22,0.646,388.13,114,1,273.36,2026-07-04T05:01:00.675026,google_analytics_4
20250507,email,organic,(not set),/products/gunbot-config,Spain,desktop,Windows,Safari,75,54,0.69,115.36,244,6,752.2,2026-07-04T05:01:00.675026,google_analytics_4
20250507,instagram,cpc,brand_awareness,/collections/all,Germany,desktop,Windows,Firefox,78,26,0.614,137.57,245,4,711.48,2026-07-04T05:01:00.675026,google_analytics_4
20250507,google,email,retargeting_q4,/products/btc-indicator,United Kingdom,desktop,Linux,Firefox,26,18,0.8317,155.16,72,2,445.53,2026-07-04T05:01:00.675026,google_analytics_4
20250507,google,(none),retargeting_q4,/collections/all,Mexico,tablet,Android,Chrome,110,68,0.3662,414.18,275,2,350.65,2026-07-04T05:01:00.675026,google_analytics_4
20250508,facebook,cpc,retargeting_q4,/pages/about,United Kingdom,tablet,iOS,Edge,37,20,0.3657,71.09,103,2,339.28,2026-07-04T05:01:00.675026,google_analytics_4
20250508,facebook,(none),brand_awareness,/products/gunbot-config,United States,mobile,Linux,Edge,97,56,0.6814,272.37,257,4,940.06,2026-07-04T05:01:00.675026,google_analytics_4
20250508,google,social,retargeting_q4,/collections/all,United States,tablet,Android,Edge,56,19,0.4815,412.0,66,3,273.43,2026-07-04T05:01:00.675026,google_analytics_4
20250508,email,cpc,(not set),/products/btc-indicator,Spain,desktop,macOS,Firefox,58,31,0.8338,250.06,87,2,250.4,2026-07-04T05:01:00.675026,google_analytics_4
20250508,bing,(none),retargeting_q4,/products/btc-indicator,United States,mobile,Android,Safari,90,64,0.653,120.42,121,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250508,bing,cpc,(not set),/products/gunbot-config,Brazil,tablet,Windows,Safari,88,42,0.3801,90.82,135,5,898.23,2026-07-04T05:01:00.675026,google_analytics_4
20250509,direct,cpc,retargeting_q4,/products/gunbot-config,Brazil,mobile,iOS,Safari,27,18,0.3553,231.7,70,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250509,google,referral,retargeting_q4,/products/gunbot-config,United Kingdom,desktop,Windows,Edge,10,3,0.6285,343.96,37,1,92.45,2026-07-04T05:01:00.675026,google_analytics_4
20250509,bing,(none),retargeting_q4,/products/gunbot-config,Germany,mobile,Windows,Edge,27,9,0.5213,384.33,98,1,98.27,2026-07-04T05:01:00.675026,google_analytics_4
20250510,direct,organic,brand_awareness,/pages/about,Spain,desktop,macOS,Chrome,30,15,0.4682,274.24,62,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250510,facebook,referral,retargeting_q4,/products/btc-indicator,Spain,mobile,iOS,Firefox,38,19,0.7209,348.05,134,2,278.61,2026-07-04T05:01:00.675026,google_analytics_4
20250511,google,referral,retargeting_q4,/pages/about,Canada,mobile,macOS,Firefox,7,3,0.6937,189.63,11,1,211.13,2026-07-04T05:01:00.675026,google_analytics_4
20250511,direct,email,black_friday,/products/btc-indicator,Germany,mobile,Android,Chrome,19,6,0.5408,301.44,76,1,70.5,2026-07-04T05:01:00.675026,google_analytics_4
20250511,instagram,referral,(not set),/products/gunbot-config,Spain,desktop,iOS,Safari,7,3,0.5149,77.66,14,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250512,direct,(none),summer_promo,/collections/all,Canada,mobile,macOS,Firefox,156,47,0.7612,354.37,408,12,2283.51,2026-07-04T05:01:00.675026,google_analytics_4
20250512,facebook,(none),brand_awareness,/products/btc-indicator,United Kingdom,tablet,Android,Safari,33,22,0.521,90.46,125,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250512,facebook,social,(not set),/collections/all,Germany,tablet,iOS,Edge,76,42,0.4973,49.12,193,1,45.0,2026-07-04T05:01:00.675026,google_analytics_4
20250512,instagram,referral,summer_promo,/products/btc-indicator,Spain,tablet,Android,Chrome,56,34,0.6077,302.91,94,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250512,google,organic,retargeting_q4,/products/gunbot-config,Spain,desktop,Android,Safari,130,44,0.3602,417.66,460,9,2543.97,2026-07-04T05:01:00.675026,google_analytics_4
20250512,facebook,email,summer_promo,/products/btc-indicator,Spain,desktop,macOS,Chrome,61,44,0.6221,295.62,208,4,1148.51,2026-07-04T05:01:00.675026,google_analytics_4
20250513,facebook,referral,(not set),/,Mexico,tablet,macOS,Chrome,77,53,0.7263,146.87,138,1,272.77,2026-07-04T05:01:00.675026,google_analytics_4
20250514,facebook,organic,retargeting_q4,/pages/about,United Kingdom,desktop,Android,Firefox,142,68,0.6307,148.7,344,10,1515.27,2026-07-04T05:01:00.675026,google_analytics_4
20250515,instagram,cpc,(not set),/pages/about,Germany,desktop,Android,Safari,19,8,0.3195,155.2,46,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250515,facebook,referral,(not set),/products/gunbot-config,Brazil,mobile,Linux,Safari,56,24,0.7232,357.9,141,3,271.26,2026-07-04T05:01:00.675026,google_analytics_4
20250515,(direct),email,(not set),/pages/about,Mexico,mobile,macOS,Safari,26,9,0.6442,280.8,80,1,61.09,2026-07-04T05:01:00.675026,google_analytics_4
20250516,email,email,(not set),/products/gunbot-config,Spain,desktop,Android,Safari,55,34,0.5719,343.45,140,1,273.61,2026-07-04T05:01:00.675026,google_analytics_4
20250516,(direct),referral,(not set),/products/btc-indicator,Mexico,desktop,iOS,Firefox,99,60,0.73,176.1,142,4,766.24,2026-07-04T05:01:00.675026,google_analytics_4
20250516,google,email,(not set),/products/gunbot-config,Brazil,desktop,iOS,Firefox,33,18,0.8307,155.53,33,1,195.17,2026-07-04T05:01:00.675026,google_analytics_4
20250516,bing,social,brand_awareness,/products/gunbot-config,United Kingdom,mobile,Linux,Safari,36,19,0.4722,118.69,137,1,48.87,2026-07-04T05:01:00.675026,google_analytics_4
20250517,direct,cpc,black_friday,/products/gunbot-config,United Kingdom,tablet,iOS,Safari,36,25,0.5467,408.61,73,1,84.46,2026-07-04T05:01:00.675026,google_analytics_4
20250517,email,referral,(not set),/products/gunbot-config,Germany,mobile,iOS,Chrome,37,22,0.7081,115.55,50,2,346.22,2026-07-04T05:01:00.675026,google_analytics_4
20250517,(direct),(none),brand_awareness,/,Germany,desktop,iOS,Chrome,20,8,0.4161,121.16,79,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250517,(direct),email,(not set),/products/gunbot-config,Mexico,tablet,Android,Edge,32,12,0.5834,124.58,60,1,284.63,2026-07-04T05:01:00.675026,google_analytics_4
20250517,email,social,black_friday,/products/gunbot-config,Canada,desktop,Android,Edge,39,16,0.3967,344.99,44,2,273.46,2026-07-04T05:01:00.675026,google_analytics_4
20250517,instagram,referral,black_friday,/products/btc-indicator,Canada,mobile,iOS,Chrome,23,8,0.3248,275.27,78,1,285.77,2026-07-04T05:01:00.675026,google_analytics_4
20250518,(direct),referral,retargeting_q4,/collections/all,United Kingdom,mobile,macOS,Chrome,41,14,0.5641,355.43,55,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250519,bing,(none),retargeting_q4,/,United Kingdom,mobile,macOS,Firefox,15,5,0.6997,366.14,44,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250520,email,cpc,(not set),/products/btc-indicator,Spain,mobile,Windows,Safari,44,18,0.7027,257.52,162,3,453.32,2026-07-04T05:01:00.675026,google_analytics_4
20250521,instagram,social,brand_awareness,/products/gunbot-config,Canada,mobile,Android,Edge,55,23,0.8499,256.49,194,1,96.63,2026-07-04T05:01:00.675026,google_analytics_4
20250522,instagram,organic,(not set),/pages/about,Germany,mobile,Android,Firefox,84,59,0.5502,73.66,121,1,161.37,2026-07-04T05:01:00.675026,google_analytics_4
20250522,instagram,referral,summer_promo,/products/btc-indicator,United Kingdom,mobile,Android,Safari,102,62,0.6269,365.82,150,2,141.77,2026-07-04T05:01:00.675026,google_analytics_4
20250522,email,cpc,summer_promo,/products/btc-indicator,Brazil,tablet,Android,Safari,95,55,0.4987,325.06,327,1,145.39,2026-07-04T05:01:00.675026,google_analytics_4
20250522,google,(none),summer_promo,/pages/about,Spain,desktop,Linux,Firefox,62,28,0.4782,141.41,231,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250523,bing,organic,brand_awareness,/pages/about,Germany,mobile,Linux,Firefox,82,28,0.7375,415.42,119,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250524,facebook,cpc,black_friday,/,Brazil,mobile,Linux,Firefox,128,45,0.5603,133.73,211,5,1241.59,2026-07-04T05:01:00.675026,google_analytics_4
20250524,facebook,cpc,(not set),/products/btc-indicator,United Kingdom,mobile,iOS,Edge,47,29,0.3232,378.06,123,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250524,google,(none),retargeting_q4,/pages/about,United Kingdom,tablet,Windows,Firefox,132,90,0.4021,117.5,280,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250524,google,email,summer_promo,/,United Kingdom,desktop,iOS,Safari,13,4,0.3033,138.85,37,1,60.11,2026-07-04T05:01:00.675026,google_analytics_4
20250525,bing,referral,brand_awareness,/,Germany,mobile,iOS,Edge,123,74,0.3285,288.81,330,8,1099.62,2026-07-04T05:01:00.675026,google_analytics_4
20250525,(direct),organic,retargeting_q4,/products/btc-indicator,Spain,tablet,Android,Edge,28,20,0.3604,339.84,77,1,43.87,2026-07-04T05:01:00.675026,google_analytics_4
20250525,instagram,social,(not set),/products/btc-indicator,Germany,mobile,Android,Firefox,53,38,0.7731,311.83,131,3,856.26,2026-07-04T05:01:00.675026,google_analytics_4
20250526,bing,organic,summer_promo,/,Germany,tablet,Windows,Safari,21,14,0.5236,59.64,84,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250526,instagram,(none),summer_promo,/,Mexico,tablet,Android,Chrome,71,35,0.4651,135.6,125,1,242.95,2026-07-04T05:01:00.675026,google_analytics_4
20250526,bing,referral,black_friday,/pages/about,Germany,tablet,iOS,Safari,61,24,0.5728,271.45,159,3,626.78,2026-07-04T05:01:00.675026,google_analytics_4
20250526,bing,(none),black_friday,/products/gunbot-config,Brazil,mobile,Android,Safari,149,55,0.5192,355.95,549,5,499.08,2026-07-04T05:01:00.675026,google_analytics_4
20250526,facebook,referral,retargeting_q4,/,Spain,tablet,Windows,Firefox,174,86,0.7744,243.71,327,12,854.68,2026-07-04T05:01:00.675026,google_analytics_4
20250526,instagram,cpc,summer_promo,/collections/all,Mexico,tablet,Windows,Safari,44,28,0.3655,205.42,156,3,252.03,2026-07-04T05:01:00.675026,google_analytics_4
20250527,instagram,organic,(not set),/products/btc-indicator,Brazil,tablet,Android,Edge,19,11,0.3467,164.98,43,1,131.66,2026-07-04T05:01:00.675026,google_analytics_4
20250527,facebook,referral,brand_awareness,/collections/all,Mexico,mobile,iOS,Edge,34,25,0.5619,366.55,130,2,290.66,2026-07-04T05:01:00.675026,google_analytics_4
20250527,(direct),referral,retargeting_q4,/pages/about,United Kingdom,desktop,iOS,Safari,49,36,0.479,270.47,101,3,530.95,2026-07-04T05:01:00.675026,google_analytics_4
20250527,bing,cpc,black_friday,/products/gunbot-config,United States,tablet,iOS,Edge,33,14,0.3311,397.92,109,2,520.58,2026-07-04T05:01:00.675026,google_analytics_4
20250527,google,referral,black_friday,/,Brazil,mobile,Windows,Edge,50,24,0.4252,47.29,113,2,538.85,2026-07-04T05:01:00.675026,google_analytics_4
20250528,google,organic,brand_awareness,/,Spain,desktop,iOS,Edge,140,58,0.7771,161.03,150,3,403.61,2026-07-04T05:01:00.675026,google_analytics_4
20250528,email,referral,summer_promo,/products/btc-indicator,Spain,tablet,Android,Firefox,128,66,0.7625,290.18,470,3,689.79,2026-07-04T05:01:00.675026,google_analytics_4
20250528,bing,cpc,summer_promo,/,Germany,tablet,iOS,Chrome,146,101,0.7636,276.36,327,10,2880.03,2026-07-04T05:01:00.675026,google_analytics_4
20250528,direct,organic,retargeting_q4,/collections/all,Spain,desktop,Android,Edge,52,15,0.6115,251.84,54,1,136.56,2026-07-04T05:01:00.675026,google_analytics_4
20250529,(direct),organic,summer_promo,/,United Kingdom,tablet,Windows,Firefox,86,37,0.3337,197.2,229,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250529,facebook,organic,brand_awareness,/products/btc-indicator,Mexico,mobile,Android,Chrome,33,21,0.3401,111.67,126,2,75.67,2026-07-04T05:01:00.675026,google_analytics_4
20250529,facebook,organic,black_friday,/products/gunbot-config,Mexico,mobile,macOS,Chrome,31,13,0.4323,150.63,68,2,575.03,2026-07-04T05:01:00.675026,google_analytics_4
20250530,facebook,(none),(not set),/collections/all,Spain,mobile,Android,Edge,130,55,0.7379,393.22,256,8,1675.51,2026-07-04T05:01:00.675026,google_analytics_4
20250530,email,email,retargeting_q4,/collections/all,Mexico,mobile,macOS,Firefox,19,6,0.7915,286.99,36,1,81.78,2026-07-04T05:01:00.675026,google_analytics_4
20250530,(direct),social,black_friday,/products/btc-indicator,United States,tablet,Linux,Edge,20,7,0.4713,92.69,24,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250530,direct,referral,brand_awareness,/products/gunbot-config,United States,tablet,Android,Edge,99,63,0.322,307.83,361,6,1261.07,2026-07-04T05:01:00.675026,google_analytics_4
20250530,google,email,(not set),/products/btc-indicator,Canada,desktop,Linux,Chrome,74,34,0.4565,200.8,79,1,165.81,2026-07-04T05:01:00.675026,google_analytics_4
20250530,facebook,(none),(not set),/pages/about,Spain,desktop,Android,Firefox,133,83,0.6142,57.28,307,3,372.65,2026-07-04T05:01:00.675026,google_analytics_4
20250531,bing,organic,retargeting_q4,/pages/about,United Kingdom,desktop,macOS,Chrome,26,19,0.4343,218.73,85,2,540.9,2026-07-04T05:01:00.675026,google_analytics_4
20250531,instagram,referral,brand_awareness,/products/btc-indicator,Mexico,tablet,Android,Firefox,32,17,0.3834,379.67,34,1,72.07,2026-07-04T05:01:00.675026,google_analytics_4
20250531,instagram,email,brand_awareness,/collections/all,United States,tablet,Windows,Edge,24,8,0.5955,47.74,31,1,110.34,2026-07-04T05:01:00.675026,google_analytics_4
20250531,(direct),(none),(not set),/,Spain,desktop,Linux,Safari,42,13,0.5942,327.55,70,1,90.44,2026-07-04T05:01:00.675026,google_analytics_4
20250531,email,referral,summer_promo,/products/gunbot-config,Spain,tablet,iOS,Chrome,20,10,0.5112,320.53,75,1,118.49,2026-07-04T05:01:00.675026,google_analytics_4
20250531,direct,email,black_friday,/products/gunbot-config,Brazil,mobile,Linux,Safari,37,13,0.5305,263.05,42,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250601,direct,cpc,black_friday,/products/gunbot-config,Canada,desktop,iOS,Firefox,11,7,0.6515,361.84,32,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250601,bing,(none),retargeting_q4,/products/btc-indicator,Spain,mobile,Android,Chrome,10,6,0.5983,351.25,24,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250602,bing,social,(not set),/products/gunbot-config,Mexico,desktop,Android,Edge,54,36,0.6691,202.59,171,3,381.58,2026-07-04T05:01:00.675026,google_analytics_4
20250602,instagram,cpc,brand_awareness,/,Brazil,tablet,Android,Edge,42,20,0.5441,284.79,125,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250602,email,(none),(not set),/products/btc-indicator,Spain,mobile,Linux,Chrome,46,21,0.7594,367.19,49,1,44.19,2026-07-04T05:01:00.675026,google_analytics_4
20250602,(direct),cpc,retargeting_q4,/products/gunbot-config,Brazil,mobile,Windows,Safari,118,66,0.5316,244.1,331,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250602,direct,cpc,retargeting_q4,/products/btc-indicator,Mexico,desktop,iOS,Safari,48,35,0.3025,98.43,79,1,241.53,2026-07-04T05:01:00.675026,google_analytics_4
20250602,bing,email,brand_awareness,/products/gunbot-config,Spain,mobile,iOS,Chrome,77,34,0.7552,267.07,220,1,264.33,2026-07-04T05:01:00.675026,google_analytics_4
20250603,email,email,summer_promo,/pages/about,United Kingdom,tablet,macOS,Chrome,17,10,0.3105,419.16,25,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250603,bing,social,black_friday,/products/btc-indicator,Canada,mobile,macOS,Edge,57,26,0.4285,352.38,147,2,79.04,2026-07-04T05:01:00.675026,google_analytics_4
20250603,instagram,email,summer_promo,/products/gunbot-config,Mexico,desktop,iOS,Edge,33,10,0.8204,182.53,95,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250603,facebook,referral,black_friday,/products/btc-indicator,Mexico,desktop,Android,Firefox,36,15,0.6657,112.55,58,2,350.24,2026-07-04T05:01:00.675026,google_analytics_4
20250603,(direct),social,retargeting_q4,/pages/about,United States,mobile,macOS,Edge,84,39,0.3309,99.54,258,4,247.46,2026-07-04T05:01:00.675026,google_analytics_4
20250604,google,referral,retargeting_q4,/products/btc-indicator,United States,tablet,Android,Chrome,85,25,0.7241,301.38,91,6,1716.18,2026-07-04T05:01:00.675026,google_analytics_4
20250604,facebook,cpc,(not set),/products/gunbot-config,Brazil,tablet,iOS,Firefox,18,8,0.7164,218.23,30,1,128.35,2026-07-04T05:01:00.675026,google_analytics_4
20250604,(direct),referral,summer_promo,/products/btc-indicator,Brazil,mobile,Linux,Firefox,108,73,0.5498,410.3,383,8,513.05,2026-07-04T05:01:00.675026,google_analytics_4
20250604,(direct),email,retargeting_q4,/collections/all,Mexico,mobile,macOS,Edge,25,16,0.805,338.82,38,1,77.59,2026-07-04T05:01:00.675026,google_analytics_4
20250605,google,social,retargeting_q4,/,Canada,desktop,Linux,Safari,80,52,0.8034,252.93,104,5,246.84,2026-07-04T05:01:00.675026,google_analytics_4
20250605,facebook,social,retargeting_q4,/,Brazil,desktop,Android,Chrome,44,19,0.5468,52.32,59,2,294.94,2026-07-04T05:01:00.675026,google_analytics_4
20250605,direct,organic,summer_promo,/,United States,tablet,macOS,Firefox,102,62,0.8019,116.61,191,1,169.28,2026-07-04T05:01:00.675026,google_analytics_4
20250606,facebook,organic,retargeting_q4,/,United Kingdom,desktop,macOS,Edge,10,7,0.4865,365.56,18,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250606,google,social,(not set),/collections/all,United Kingdom,desktop,Linux,Safari,9,2,0.4927,108.69,21,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250606,email,(none),brand_awareness,/products/btc-indicator,Spain,tablet,iOS,Chrome,94,36,0.6947,371.1,208,2,192.32,2026-07-04T05:01:00.675026,google_analytics_4
20250606,direct,cpc,(not set),/products/gunbot-config,Canada,desktop,macOS,Edge,70,52,0.3499,66.64,191,5,851.46,2026-07-04T05:01:00.675026,google_analytics_4
20250606,facebook,referral,retargeting_q4,/products/btc-indicator,Brazil,mobile,Windows,Chrome,87,38,0.3373,152.49,225,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250606,bing,cpc,retargeting_q4,/,Spain,desktop,Linux,Safari,122,73,0.6823,51.34,399,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250607,google,social,brand_awareness,/products/gunbot-config,United Kingdom,mobile,Windows,Firefox,37,24,0.3856,108.69,37,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250608,direct,cpc,retargeting_q4,/collections/all,Mexico,mobile,Windows,Firefox,8,4,0.6771,135.32,17,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250608,direct,referral,brand_awareness,/,United Kingdom,desktop,iOS,Firefox,10,5,0.5163,184.6,23,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250609,bing,(none),black_friday,/collections/all,United States,tablet,Android,Edge,63,40,0.7218,63.6,234,2,397.2,2026-07-04T05:01:00.675026,google_analytics_4
20250609,email,email,(not set),/collections/all,United Kingdom,desktop,Android,Edge,74,37,0.4002,340.29,227,3,710.55,2026-07-04T05:01:00.675026,google_analytics_4
20250609,email,referral,black_friday,/collections/all,Mexico,tablet,Windows,Chrome,47,29,0.6003,326.57,93,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250609,direct,social,(not set),/pages/about,Mexico,mobile,iOS,Safari,12,4,0.7525,211.35,17,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250609,email,social,retargeting_q4,/pages/about,Brazil,mobile,Android,Firefox,55,24,0.3788,338.55,152,2,331.19,2026-07-04T05:01:00.675026,google_analytics_4
20250609,email,cpc,(not set),/pages/about,Canada,desktop,iOS,Chrome,76,40,0.8345,63.13,132,4,283.5,2026-07-04T05:01:00.675026,google_analytics_4
20250610,google,(none),(not set),/pages/about,United States,desktop,iOS,Edge,44,27,0.5039,366.79,101,2,284.68,2026-07-04T05:01:00.675026,google_analytics_4
20250610,google,organic,summer_promo,/products/gunbot-config,Mexico,mobile,Windows,Safari,51,26,0.7159,381.99,54,1,209.68,2026-07-04T05:01:00.675026,google_analytics_4
20250611,(direct),cpc,retargeting_q4,/products/btc-indicator,Canada,tablet,macOS,Edge,15,6,0.584,355.87,45,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250611,bing,email,black_friday,/,United States,desktop,iOS,Safari,53,22,0.5612,296.3,161,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20250611,instagram,(none),(not set),/,Germany,tablet,Windows,Firefox,74,40,0.5619,248.35,156,1,234.19,2026-07-04T05:01:00.675026,google_analytics_4
20250611,(direct),referral,(not set),/,United States,mobile,Android,Safari,49,15,0.6662,243.32,136,1,209.19,2026-07-04T05:01:00.675026,google_analytics_4
20250611,email,cpc,black_friday,/collections/all,United Kingdom,tablet,Android,Edge,29,13,0.6577,245.85,69,1,152.56,2026-07-04T05:01:00.675026,google_analytics_4
20250612,instagram,email,retargeting_q4,/pages/about,United States,tablet,Android,Firefox,116,48,0.5564,58.31,288,1,85.49,2026-07-04T05:01:00.675026,google_analytics_4
20250612,email,cpc,summer_promo,/products/gunbot-config,Spain,tablet,iOS,Edge,156,49,0.3332,252.7,294,7,557.01,2026-07-04T05:01:00.675026,google_analytics_4
20250612,facebook,referral,summer_promo,/products/btc-indicator,United Kingdom,tablet,iOS,Edge,111,43,0.7313,76.83,217,7,633.4,2026-07-04T05:01:00.675026,google_analytics_4
20250612,email,referral,brand_awareness,/,United States,tablet,Android,Safari,175,73,0.4326,211.32,393,7,2039.99,2026-07-04T05:01:00.675026,google_analytics_4
20250612,instagram,(none),(not set),/pages/about,Spain,tablet,macOS,Safari,105,60,0.4259,336.47,268,2,166.27,2026-07-04T05:01:00.675026,google_analytics_4
20250613,bing,(none),black_friday,/pages/about,United States,mobile,Windows,Edge,99,33,0.3783,368.44,297,4,290.05,2026-07-04T05:01:00.675026,google_analytics_4
20250613,facebook,(none),(not set),/products/gunbot-config,Canada,tablet,Linux,Chrome,45,17,0.4149,227.41,98,1,166.76,2026-07-04T05:01:00.675026,google_analytics_4
20250613,email,social,retargeting_q4,/products/gunbot-config,Spain,tablet,Android,Firefox,75,27,0.3651,301.35,80,2,397.71,2026-07-04T05:01:00.675026,google_analytics_4
20250613,instagram,social,retargeting_q4,/,Brazil,desktop,macOS,Firefox,11,4,0.4522,402.27,13,1,186.1,2026-07-04T05:01:00.675026,google_analytics_4
20250614,facebook,email,(not set),/products/gunbot-config,United Kingdom,desktop,macOS,Safari,25,8,0.8453,175.79,49,1,282.68,2026-07-04T05:01:00.675026,google_analytics_4
20250614,bing,email,retargeting_q4,/collections/all,Canada,mobile,macOS,Edge,74,26,0.437,101.45,206,1,150.98,2026-07-04T05:01:00.675026,google_analytics_4
20250614,facebook,email,brand_awareness,/products/btc-indicator,United States,desktop,Linux,Chrome,28,14,0.5724,328.06,83,1,67.19,2026-07-04T05:01:00.675026,google_analytics_4
20250614,direct,social,brand_awareness,/products/gunbot-config,Spain,desktop,Android,Firefox,74,45,0.7638,189.66,111,3,456.37,2026-07-04T05:01:00.675026,google_analytics_4
20250614,google,referral,brand_awareness,/,Mexico,tablet,Windows,Edge,17,12,0.4789,215.59,37,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
