event_id,started_at,ended_at,scheduled_to_end,budget,currency,event_type,source,channel,utm_source,utm_medium,utm_campaign,paid_budget_percent_used,impressions,clicks,click_through_rate,spend,conversions_attributed,attributed_revenue,roas,extraction_date
mkt_001050,2025-09-14T00:00:00Z,2025-09-21T00:00:00Z,2025-10-13T00:00:00Z,121.26,EUR,post,google,referral,google,referral,abandoned_cart_recovery,50.07,14955,1124,7.5159,60.72,29,7949.58,130.9219,2026-07-04T05:01:03.099173
mkt_001051,2025-09-14T00:00:00Z,2025-09-28T00:00:00Z,2025-10-14T00:00:00Z,138.94,MXN,organic,mailchimp,referral,mailchimp,referral,brand_awareness,78.08,1474,152,10.3121,108.49,0,0.0,0.0,2026-07-04T05:01:03.099173
mkt_001052,2025-09-15T00:00:00Z,2025-09-22T00:00:00Z,2025-09-23T00:00:00Z,289.97,USD,ad,tiktok,email,tiktok,organic,brand_awareness,58.76,2589,192,7.416,170.4,0,0.0,0.0,2026-07-04T05:01:03.099173
mkt_001053,2025-09-15T00:00:00Z,2025-09-21T00:00:00Z,2025-10-10T00:00:00Z,422.91,MXN,message,facebook,referral,facebook,email,summer_sale,53.24,12416,1011,8.1427,225.15,43,6567.87,29.1711,2026-07-04T05:01:03.099173
mkt_001054,2025-09-15T00:00:00Z,2025-09-26T00:00:00Z,2025-09-29T00:00:00Z,201.68,MXN,post,mailchimp,direct,mailchimp,referral,abandoned_cart_recovery,94.03,7313,687,9.3942,189.64,8,393.73,2.0762,2026-07-04T05:01:03.099173
mkt_001055,2025-09-15T00:00:00Z,2025-09-19T00:00:00Z,2025-10-10T00:00:00Z,131.08,EUR,post,google,sms,google,email,abandoned_cart_recovery,68.16,11044,660,5.9761,89.35,9,2628.69,29.4201,2026-07-04T05:01:03.099173
mkt_001056,2025-09-15T00:00:00Z,2025-09-26T00:00:00Z,2025-10-14T00:00:00Z,440.36,MXN,message,facebook,email,facebook,social,abandoned_cart_recovery,56.05,8038,196,2.4384,246.81,2,493.9,2.0011,2026-07-04T05:01:03.099173
mkt_001057,2025-09-17T00:00:00Z,2025-09-21T00:00:00Z,2025-10-17T00:00:00Z,460.81,EUR,retargeting,twitter,sms,twitter,display,summer_sale,66.86,11199,839,7.4917,308.1,26,2372.57,7.7006,2026-07-04T05:01:03.099173
mkt_001058,2025-09-18T00:00:00Z,2025-10-01T00:00:00Z,2025-09-26T00:00:00Z,212.19,USD,retargeting,mailchimp,sms,mailchimp,referral,q4_retarget,97.03,13312,1136,8.5337,205.88,14,467.75,2.272,2026-07-04T05:01:03.099173
mkt_001059,2025-09-18T00:00:00Z,2025-10-02T00:00:00Z,2025-09-26T00:00:00Z,349.0,EUR,post,twitter,search,twitter,organic,crypto_traders_jan,70.32,4787,114,2.3814,245.43,3,446.75,1.8203,2026-07-04T05:01:03.099173
mkt_001060,2025-09-19T00:00:00Z,2025-09-20T00:00:00Z,2025-10-01T00:00:00Z,339.18,EUR,ad,google,email,google,display,brand_awareness,78.83,1753,199,11.352,267.37,7,2036.19,7.6156,2026-07-04T05:01:03.099173
mkt_001061,2025-09-19T00:00:00Z,2025-09-26T00:00:00Z,2025-10-15T00:00:00Z,437.33,MXN,organic,google,direct,google,email,abandoned_cart_recovery,69.09,5180,552,10.6564,302.15,14,2858.8,9.4615,2026-07-04T05:01:03.099173
mkt_001062,2025-09-20T00:00:00Z,2025-09-23T00:00:00Z,2025-10-04T00:00:00Z,212.35,EUR,ad,instagram,sms,instagram,organic,q4_retarget,59.24,12762,330,2.5858,125.79,15,1067.99,8.4903,2026-07-04T05:01:03.099173
mkt_001063,2025-09-22T00:00:00Z,2025-10-03T00:00:00Z,2025-10-17T00:00:00Z,395.34,MXN,ad,mailchimp,search,mailchimp,referral,summer_sale,70.28,10338,876,8.4736,277.85,7,559.84,2.0149,2026-07-04T05:01:03.099173
mkt_001064,2025-09-22T00:00:00Z,2025-09-25T00:00:00Z,2025-10-13T00:00:00Z,152.23,EUR,ad,bing,sms,bing,social,black_friday,65.58,4357,41,0.941,99.84,0,0.0,0.0,2026-07-04T05:01:03.099173
mkt_001065,2025-09-22T00:00:00Z,2025-09-30T00:00:00Z,2025-10-12T00:00:00Z,119.51,MXN,message,instagram,search,instagram,organic,new_year_promo,99.14,285,17,5.9649,118.48,1,220.76,1.8633,2026-07-04T05:01:03.099173
mkt_001066,2025-09-22T00:00:00Z,2025-10-03T00:00:00Z,2025-10-05T00:00:00Z,377.88,MXN,influencer,mailchimp,direct,mailchimp,organic,q4_retarget,77.72,10817,1150,10.6314,293.69,57,12406.28,42.2428,2026-07-04T05:01:03.099173
mkt_001067,2025-09-23T00:00:00Z,2025-10-04T00:00:00Z,2025-10-08T00:00:00Z,107.75,MXN,post,facebook,sms,facebook,display,new_year_promo,50.43,5231,334,6.385,54.34,11,3008.91,55.3719,2026-07-04T05:01:03.099173
mkt_001068,2025-09-24T00:00:00Z,2025-09-29T00:00:00Z,2025-10-05T00:00:00Z,291.68,EUR,organic,facebook,display,facebook,referral,brand_awareness,54.74,14760,635,4.3022,159.68,29,4907.91,30.7359,2026-07-04T05:01:03.099173
mkt_001069,2025-09-24T00:00:00Z,2025-09-26T00:00:00Z,2025-10-17T00:00:00Z,256.53,EUR,organic,mailchimp,display,mailchimp,social,new_year_promo,70.42,2799,131,4.6802,180.65,5,181.62,1.0054,2026-07-04T05:01:03.099173
mkt_001070,2025-09-24T00:00:00Z,2025-10-05T00:00:00Z,2025-10-07T00:00:00Z,449.95,MXN,ad,twitter,social,twitter,organic,q4_retarget,66.66,8452,838,9.9148,299.94,21,4603.32,15.3475,2026-07-04T05:01:03.099173
mkt_001071,2025-09-25T00:00:00Z,2025-09-29T00:00:00Z,2025-10-10T00:00:00Z,178.53,MXN,post,instagram,email,instagram,email,brand_awareness,74.68,3608,216,5.9867,133.33,5,181.78,1.3634,2026-07-04T05:01:03.099173
mkt_001072,2025-09-26T00:00:00Z,2025-10-09T00:00:00Z,2025-10-18T00:00:00Z,389.26,EUR,post,google,search,google,referral,summer_sale,51.01,6720,471,7.0089,198.57,21,914.94,4.6076,2026-07-04T05:01:03.099173
mkt_001073,2025-09-26T00:00:00Z,2025-10-10T00:00:00Z,2025-10-16T00:00:00Z,100.88,MXN,influencer,twitter,email,twitter,display,black_friday,66.02,6332,642,10.139,66.6,27,4333.02,65.0604,2026-07-04T05:01:03.099173
mkt_001074,2025-09-26T00:00:00Z,2025-09-30T00:00:00Z,2025-10-12T00:00:00Z,426.13,MXN,organic,facebook,referral,facebook,display,black_friday,49.0,2933,82,2.7958,208.82,3,286.72,1.373,2026-07-04T05:01:03.099173
mkt_001075,2025-09-27T00:00:00Z,2025-10-06T00:00:00Z,2025-10-18T00:00:00Z,411.39,MXN,message,tiktok,display,tiktok,cpc,summer_sale,61.11,10911,236,2.163,251.38,10,1012.85,4.0292,2026-07-04T05:01:03.099173
mkt_001076,2025-09-27T00:00:00Z,2025-10-01T00:00:00Z,2025-10-14T00:00:00Z,18.62,USD,organic,tiktok,social,tiktok,cpc,crypto_traders_jan,51.34,12585,697,5.5383,9.56,4,344.2,36.0042,2026-07-04T05:01:03.099173
mkt_001077,2025-09-27T00:00:00Z,2025-09-30T00:00:00Z,2025-10-13T00:00:00Z,15.2,EUR,organic,google,email,google,referral,crypto_traders_jan,92.5,9237,406,4.3954,14.06,10,629.2,44.7511,2026-07-04T05:01:03.099173
mkt_001078,2025-09-27T00:00:00Z,2025-10-07T00:00:00Z,2025-10-11T00:00:00Z,160.36,EUR,organic,tiktok,sms,tiktok,display,brand_awareness,45.74,7804,473,6.061,73.35,0,0.0,0.0,2026-07-04T05:01:03.099173
mkt_001079,2025-09-27T00:00:00Z,2025-10-09T00:00:00Z,2025-10-19T00:00:00Z,302.04,MXN,influencer,bing,sms,bing,organic,new_year_promo,48.73,7557,281,3.7184,147.18,3,672.26,4.5676,2026-07-04T05:01:03.099173
mkt_001080,2025-09-28T00:00:00Z,2025-09-29T00:00:00Z,2025-10-10T00:00:00Z,207.15,EUR,retargeting,facebook,search,facebook,cpc,new_year_promo,46.04,12429,1126,9.0595,95.38,15,3370.2,35.3345,2026-07-04T05:01:03.099173
mkt_001081,2025-09-28T00:00:00Z,2025-10-09T00:00:00Z,2025-10-09T00:00:00Z,227.79,EUR,retargeting,twitter,search,twitter,display,q4_retarget,85.93,10772,994,9.2276,195.75,49,11432.66,58.4044,2026-07-04T05:01:03.099173
mkt_001082,2025-09-28T00:00:00Z,2025-10-11T00:00:00Z,2025-10-21T00:00:00Z,283.75,USD,influencer,mailchimp,display,mailchimp,display,new_year_promo,75.08,6948,746,10.7369,213.04,21,5590.9,26.2434,2026-07-04T05:01:03.099173
mkt_001083,2025-09-28T00:00:00Z,2025-10-07T00:00:00Z,2025-10-15T00:00:00Z,46.41,EUR,influencer,instagram,referral,instagram,referral,summer_sale,55.05,2734,91,3.3285,25.55,1,82.16,3.2157,2026-07-04T05:01:03.099173
mkt_001084,2025-09-29T00:00:00Z,2025-09-30T00:00:00Z,2025-10-14T00:00:00Z,190.38,EUR,post,tiktok,direct,tiktok,email,black_friday,82.16,14097,1658,11.7614,156.41,32,7698.77,49.2217,2026-07-04T05:01:03.099173
mkt_001085,2025-09-29T00:00:00Z,2025-10-05T00:00:00Z,2025-10-16T00:00:00Z,211.26,EUR,message,google,display,google,social,q4_retarget,84.96,929,18,1.9376,179.49,0,0.0,0.0,2026-07-04T05:01:03.099173
mkt_001086,2025-09-29T00:00:00Z,2025-10-09T00:00:00Z,2025-10-15T00:00:00Z,352.04,USD,retargeting,facebook,sms,facebook,organic,q4_retarget,84.12,12767,559,4.3785,296.13,8,709.05,2.3944,2026-07-04T05:01:03.099173
mkt_001087,2025-09-29T00:00:00Z,2025-10-03T00:00:00Z,2025-10-15T00:00:00Z,245.14,EUR,influencer,tiktok,direct,tiktok,organic,black_friday,51.16,9729,828,8.5106,125.41,33,8238.32,65.6911,2026-07-04T05:01:03.099173
mkt_001088,2025-09-29T00:00:00Z,2025-10-09T00:00:00Z,2025-10-29T00:00:00Z,30.44,MXN,retargeting,twitter,direct,twitter,display,crypto_traders_jan,78.55,11230,948,8.4417,23.91,46,11221.78,469.3342,2026-07-04T05:01:03.099173
mkt_001089,2025-09-30T00:00:00Z,2025-10-07T00:00:00Z,2025-10-13T00:00:00Z,398.1,MXN,message,bing,email,bing,social,black_friday,48.37,13233,99,0.7481,192.55,0,0.0,0.0,2026-07-04T05:01:03.099173
mkt_001090,2025-09-30T00:00:00Z,2025-10-01T00:00:00Z,2025-10-14T00:00:00Z,315.31,MXN,message,google,social,google,display,abandoned_cart_recovery,98.89,8450,820,9.7041,311.82,29,3362.32,10.7829,2026-07-04T05:01:03.099173
mkt_001091,2025-09-30T00:00:00Z,2025-10-07T00:00:00Z,2025-10-15T00:00:00Z,94.38,USD,ad,google,referral,google,email,black_friday,83.18,3591,410,11.4174,78.51,4,582.53,7.4198,2026-07-04T05:01:03.099173
mkt_001092,2025-09-30T00:00:00Z,2025-10-12T00:00:00Z,2025-10-15T00:00:00Z,389.8,EUR,influencer,mailchimp,sms,mailchimp,cpc,q4_retarget,96.78,11993,954,7.9546,377.24,31,1631.7,4.3254,2026-07-04T05:01:03.099173
mkt_001093,2025-09-30T00:00:00Z,2025-10-06T00:00:00Z,2025-10-21T00:00:00Z,329.39,USD,influencer,facebook,referral,facebook,display,new_year_promo,77.95,10742,1214,11.3014,256.75,15,713.85,2.7803,2026-07-04T05:01:03.099173
mkt_001094,2025-10-01T00:00:00Z,2025-10-02T00:00:00Z,2025-10-28T00:00:00Z,185.39,USD,organic,bing,referral,bing,cpc,abandoned_cart_recovery,87.58,14523,194,1.3358,162.36,0,0.0,0.0,2026-07-04T05:01:03.099173
mkt_001095,2025-10-01T00:00:00Z,2025-10-12T00:00:00Z,2025-10-13T00:00:00Z,30.72,MXN,post,facebook,search,facebook,display,crypto_traders_jan,43.95,517,30,5.8027,13.5,1,294.15,21.7889,2026-07-04T05:01:03.099173
mkt_001096,2025-10-01T00:00:00Z,2025-10-10T00:00:00Z,2025-10-30T00:00:00Z,290.88,USD,post,twitter,display,twitter,organic,black_friday,90.42,3469,352,10.147,263.01,8,735.1,2.795,2026-07-04T05:01:03.099173
mkt_001097,2025-10-02T00:00:00Z,2025-10-15T00:00:00Z,2025-10-21T00:00:00Z,129.99,EUR,retargeting,mailchimp,email,mailchimp,organic,new_year_promo,71.18,11502,996,8.6594,92.53,32,4407.52,47.6334,2026-07-04T05:01:03.099173
mkt_001098,2025-10-02T00:00:00Z,2025-10-13T00:00:00Z,2025-10-18T00:00:00Z,129.26,MXN,ad,tiktok,display,tiktok,cpc,crypto_traders_jan,90.69,2474,156,6.3056,117.23,4,143.91,1.2276,2026-07-04T05:01:03.099173
mkt_001099,2025-10-02T00:00:00Z,2025-10-10T00:00:00Z,2025-10-24T00:00:00Z,275.73,MXN,message,mailchimp,social,mailchimp,cpc,summer_sale,43.87,14602,1518,10.3958,120.95,46,9370.08,77.4707,2026-07-04T05:01:03.099173
mkt_001100,2025-10-02T00:00:00Z,2025-10-16T00:00:00Z,2025-10-30T00:00:00Z,203.2,USD,message,facebook,direct,facebook,display,black_friday,48.24,4563,186,4.0763,98.02,6,1033.77,10.5465,2026-07-04T05:01:03.099173
mkt_001101,2025-10-04T00:00:00Z,2025-10-09T00:00:00Z,2025-10-18T00:00:00Z,33.33,EUR,post,tiktok,social,tiktok,display,summer_sale,99.88,13126,853,6.4986,33.29,41,11080.33,332.8426,2026-07-04T05:01:03.099173
mkt_001102,2025-10-04T00:00:00Z,2025-10-07T00:00:00Z,2025-10-20T00:00:00Z,300.25,USD,influencer,google,referral,google,referral,new_year_promo,68.86,6675,275,4.1199,206.74,5,666.42,3.2235,2026-07-04T05:01:03.099173
mkt_001103,2025-10-04T00:00:00Z,2025-10-06T00:00:00Z,2025-10-17T00:00:00Z,200.94,EUR,influencer,facebook,sms,facebook,email,crypto_traders_jan,71.25,14501,1648,11.3647,143.16,46,4220.87,29.4836,2026-07-04T05:01:03.099173
mkt_001104,2025-10-04T00:00:00Z,2025-10-07T00:00:00Z,2025-10-22T00:00:00Z,188.28,USD,message,mailchimp,social,mailchimp,organic,summer_sale,64.86,12337,528,4.2798,122.12,23,763.6,6.2529,2026-07-04T05:01:03.099173
mkt_001105,2025-10-05T00:00:00Z,2025-10-11T00:00:00Z,2025-10-28T00:00:00Z,332.41,MXN,ad,google,display,google,email,new_year_promo,72.87,6987,389,5.5675,242.23,1,133.58,0.5515,2026-07-04T05:01:03.099173
mkt_001106,2025-10-05T00:00:00Z,2025-10-15T00:00:00Z,2025-10-13T00:00:00Z,400.88,MXN,message,instagram,referral,instagram,display,new_year_promo,79.24,12366,738,5.968,317.64,15,2602.24,8.1924,2026-07-04T05:01:03.099173
mkt_001107,2025-10-05T00:00:00Z,2025-10-07T00:00:00Z,2025-10-13T00:00:00Z,106.25,MXN,message,twitter,social,twitter,cpc,crypto_traders_jan,79.15,8161,931,11.4079,84.1,6,1154.9,13.7325,2026-07-04T05:01:03.099173
mkt_001108,2025-10-05T00:00:00Z,2025-10-13T00:00:00Z,2025-10-13T00:00:00Z,143.47,MXN,post,facebook,search,facebook,referral,black_friday,77.2,8435,372,4.4102,110.76,1,88.45,0.7986,2026-07-04T05:01:03.099173
mkt_001109,2025-10-07T00:00:00Z,2025-10-14T00:00:00Z,2025-10-26T00:00:00Z,299.99,MXN,ad,bing,referral,bing,referral,brand_awareness,42.99,9647,132,1.3683,128.96,5,721.16,5.5921,2026-07-04T05:01:03.099173
mkt_001110,2025-10-07T00:00:00Z,2025-10-16T00:00:00Z,2025-10-27T00:00:00Z,490.45,MXN,organic,tiktok,sms,tiktok,email,q4_retarget,89.32,1795,179,9.9721,438.08,2,497.01,1.1345,2026-07-04T05:01:03.099173
mkt_001111,2025-10-07T00:00:00Z,2025-10-08T00:00:00Z,2025-10-29T00:00:00Z,473.58,USD,message,instagram,display,instagram,social,crypto_traders_jan,71.85,14254,1704,11.9545,340.29,16,3340.82,9.8176,2026-07-04T05:01:03.099173
mkt_001112,2025-10-07T00:00:00Z,2025-10-14T00:00:00Z,2025-10-20T00:00:00Z,309.76,USD,retargeting,facebook,search,facebook,social,q4_retarget,86.64,14398,231,1.6044,268.39,8,1657.06,6.1741,2026-07-04T05:01:03.099173
mkt_001113,2025-10-07T00:00:00Z,2025-10-17T00:00:00Z,2025-10-29T00:00:00Z,25.15,USD,ad,tiktok,search,tiktok,organic,q4_retarget,77.46,3751,42,1.1197,19.48,2,238.93,12.2654,2026-07-04T05:01:03.099173
mkt_001114,2025-10-08T00:00:00Z,2025-10-21T00:00:00Z,2025-10-19T00:00:00Z,216.46,EUR,ad,google,social,google,referral,summer_sale,89.68,13786,1619,11.7438,194.12,21,996.93,5.1356,2026-07-04T05:01:03.099173
mkt_001115,2025-10-11T00:00:00Z,2025-10-21T00:00:00Z,2025-10-21T00:00:00Z,140.97,MXN,message,bing,direct,bing,cpc,new_year_promo,69.58,3824,401,10.4864,98.08,15,1698.05,17.3129,2026-07-04T05:01:03.099173
mkt_001116,2025-10-11T00:00:00Z,2025-10-24T00:00:00Z,2025-10-24T00:00:00Z,411.83,EUR,ad,mailchimp,search,mailchimp,display,summer_sale,70.96,12679,323,2.5475,292.23,6,593.71,2.0317,2026-07-04T05:01:03.099173
mkt_001117,2025-10-12T00:00:00Z,2025-10-14T00:00:00Z,2025-11-11T00:00:00Z,335.12,USD,influencer,bing,email,bing,email,abandoned_cart_recovery,76.49,3664,411,11.2172,256.35,2,255.25,0.9957,2026-07-04T05:01:03.099173
mkt_001118,2025-10-12T00:00:00Z,2025-10-16T00:00:00Z,2025-11-05T00:00:00Z,187.57,USD,organic,mailchimp,direct,mailchimp,social,crypto_traders_jan,46.96,7392,822,11.1201,88.08,37,8178.85,92.8571,2026-07-04T05:01:03.099173
mkt_001119,2025-10-12T00:00:00Z,2025-10-22T00:00:00Z,2025-11-03T00:00:00Z,220.47,MXN,message,mailchimp,search,mailchimp,display,black_friday,63.16,14385,210,1.4599,139.24,7,1848.86,13.2782,2026-07-04T05:01:03.099173
mkt_001120,2025-10-12T00:00:00Z,2025-10-14T00:00:00Z,2025-10-22T00:00:00Z,251.05,EUR,organic,bing,search,bing,display,crypto_traders_jan,51.19,14676,261,1.7784,128.51,5,1300.84,10.1225,2026-07-04T05:01:03.099173
mkt_001121,2025-10-13T00:00:00Z,2025-10-22T00:00:00Z,2025-10-27T00:00:00Z,302.9,EUR,post,mailchimp,email,mailchimp,display,crypto_traders_jan,85.45,13976,540,3.8638,258.82,10,1600.43,6.1836,2026-07-04T05:01:03.099173
mkt_001122,2025-10-15T00:00:00Z,2025-10-22T00:00:00Z,2025-10-29T00:00:00Z,220.67,EUR,organic,twitter,email,twitter,display,abandoned_cart_recovery,89.85,10206,1058,10.3665,198.27,36,6741.14,33.9998,2026-07-04T05:01:03.099173
mkt_001123,2025-10-17T00:00:00Z,2025-10-25T00:00:00Z,2025-11-05T00:00:00Z,277.65,USD,influencer,tiktok,search,tiktok,display,brand_awareness,98.87,3526,157,4.4526,274.52,7,242.35,0.8828,2026-07-04T05:01:03.099173
mkt_001124,2025-10-17T00:00:00Z,2025-10-25T00:00:00Z,2025-11-10T00:00:00Z,92.65,MXN,ad,instagram,display,instagram,display,summer_sale,43.09,4414,107,2.4241,39.92,4,502.75,12.5939,2026-07-04T05:01:03.099173
mkt_001125,2025-10-17T00:00:00Z,2025-10-20T00:00:00Z,2025-11-03T00:00:00Z,135.46,USD,ad,tiktok,sms,tiktok,display,crypto_traders_jan,99.63,4414,40,0.9062,134.96,0,0.0,0.0,2026-07-04T05:01:03.099173
mkt_001126,2025-10-17T00:00:00Z,2025-10-31T00:00:00Z,2025-11-07T00:00:00Z,395.13,USD,ad,facebook,display,facebook,email,summer_sale,99.77,4329,161,3.7191,394.22,0,0.0,0.0,2026-07-04T05:01:03.099173
mkt_001127,2025-10-17T00:00:00Z,2025-10-22T00:00:00Z,2025-11-14T00:00:00Z,411.65,EUR,retargeting,instagram,sms,instagram,referral,black_friday,60.13,472,22,4.661,247.52,1,102.98,0.416,2026-07-04T05:01:03.099173
mkt_001128,2025-10-19T00:00:00Z,2025-10-22T00:00:00Z,2025-11-05T00:00:00Z,433.53,MXN,organic,facebook,email,facebook,referral,abandoned_cart_recovery,79.74,1168,11,0.9418,345.7,1,289.63,0.8378,2026-07-04T05:01:03.099173
mkt_001129,2025-10-19T00:00:00Z,2025-10-28T00:00:00Z,2025-10-30T00:00:00Z,97.26,USD,post,instagram,referral,instagram,display,abandoned_cart_recovery,70.73,2648,102,3.852,68.79,1,244.34,3.552,2026-07-04T05:01:03.099173
mkt_001130,2025-10-19T00:00:00Z,2025-10-29T00:00:00Z,2025-11-17T00:00:00Z,340.69,EUR,message,tiktok,sms,tiktok,referral,summer_sale,46.37,848,98,11.5566,157.97,0,0.0,0.0,2026-07-04T05:01:03.099173
mkt_001131,2025-10-19T00:00:00Z,2025-10-31T00:00:00Z,2025-11-03T00:00:00Z,149.28,EUR,influencer,bing,sms,bing,email,new_year_promo,74.43,9562,972,10.1652,111.11,4,1092.04,9.8285,2026-07-04T05:01:03.099173
mkt_001132,2025-10-20T00:00:00Z,2025-10-29T00:00:00Z,2025-10-27T00:00:00Z,369.39,USD,retargeting,mailchimp,display,mailchimp,referral,q4_retarget,41.51,3468,378,10.8997,153.32,10,2806.95,18.3078,2026-07-04T05:01:03.099173
mkt_001133,2025-10-20T00:00:00Z,2025-11-03T00:00:00Z,2025-11-07T00:00:00Z,64.17,USD,organic,twitter,email,twitter,referral,q4_retarget,88.44,11548,1313,11.3699,56.75,8,2287.24,40.3038,2026-07-04T05:01:03.099173
mkt_001134,2025-10-20T00:00:00Z,2025-11-03T00:00:00Z,2025-11-13T00:00:00Z,242.99,MXN,message,twitter,direct,twitter,social,crypto_traders_jan,94.49,10788,734,6.8039,229.6,2,284.35,1.2385,2026-07-04T05:01:03.099173
mkt_001135,2025-10-20T00:00:00Z,2025-10-27T00:00:00Z,2025-11-08T00:00:00Z,428.18,EUR,retargeting,bing,email,bing,cpc,new_year_promo,71.01,14209,703,4.9476,304.06,29,3914.52,12.8742,2026-07-04T05:01:03.099173
mkt_001136,2025-10-21T00:00:00Z,2025-10-25T00:00:00Z,2025-11-14T00:00:00Z,358.58,USD,post,instagram,email,instagram,organic,abandoned_cart_recovery,83.9,2594,50,1.9275,300.85,0,0.0,0.0,2026-07-04T05:01:03.099173
mkt_001137,2025-10-22T00:00:00Z,2025-10-29T00:00:00Z,2025-11-03T00:00:00Z,154.45,USD,retargeting,facebook,sms,facebook,organic,black_friday,97.33,1685,95,5.638,150.32,2,162.07,1.0782,2026-07-04T05:01:03.099173
mkt_001138,2025-10-22T00:00:00Z,2025-11-04T00:00:00Z,2025-11-05T00:00:00Z,131.42,MXN,influencer,tiktok,display,tiktok,display,new_year_promo,95.42,4216,492,11.6698,125.4,20,1041.08,8.3021,2026-07-04T05:01:03.099173
mkt_001139,2025-10-23T00:00:00Z,2025-10-26T00:00:00Z,2025-10-31T00:00:00Z,15.28,MXN,retargeting,google,direct,google,email,summer_sale,68.46,9192,69,0.7507,10.46,3,487.53,46.609,2026-07-04T05:01:03.099173
mkt_001140,2025-10-23T00:00:00Z,2025-11-06T00:00:00Z,2025-11-21T00:00:00Z,63.56,MXN,ad,google,direct,google,email,brand_awareness,96.77,10321,113,1.0949,61.51,2,563.16,9.1556,2026-07-04T05:01:03.099173
mkt_001141,2025-10-23T00:00:00Z,2025-10-28T00:00:00Z,2025-11-20T00:00:00Z,371.06,EUR,message,instagram,direct,instagram,email,crypto_traders_jan,73.92,13962,586,4.1971,274.27,29,1399.39,5.1022,2026-07-04T05:01:03.099173
mkt_001142,2025-10-24T00:00:00Z,2025-10-26T00:00:00Z,2025-11-02T00:00:00Z,17.07,USD,post,mailchimp,direct,mailchimp,referral,black_friday,50.79,460,20,4.3478,8.67,0,0.0,0.0,2026-07-04T05:01:03.099173
mkt_001143,2025-10-24T00:00:00Z,2025-10-30T00:00:00Z,2025-11-04T00:00:00Z,492.49,MXN,organic,tiktok,referral,tiktok,organic,summer_sale,40.49,4393,243,5.5315,199.4,2,300.74,1.5082,2026-07-04T05:01:03.099173
mkt_001144,2025-10-25T00:00:00Z,2025-10-29T00:00:00Z,2025-11-22T00:00:00Z,31.31,MXN,ad,bing,social,bing,referral,q4_retarget,73.01,10307,701,6.8012,22.86,3,537.9,23.5302,2026-07-04T05:01:03.099173
mkt_001145,2025-10-25T00:00:00Z,2025-11-01T00:00:00Z,2025-11-19T00:00:00Z,236.12,MXN,ad,twitter,search,twitter,cpc,new_year_promo,53.17,8103,546,6.7382,125.54,3,387.61,3.0875,2026-07-04T05:01:03.099173
mkt_001146,2025-10-25T00:00:00Z,2025-11-01T00:00:00Z,2025-11-09T00:00:00Z,113.99,USD,organic,bing,email,bing,referral,q4_retarget,44.74,11362,1324,11.6529,51.0,61,11315.66,221.8757,2026-07-04T05:01:03.099173
mkt_001147,2025-10-25T00:00:00Z,2025-10-28T00:00:00Z,2025-11-22T00:00:00Z,18.98,USD,organic,tiktok,referral,tiktok,referral,abandoned_cart_recovery,84.51,11992,79,0.6588,16.04,0,0.0,0.0,2026-07-04T05:01:03.099173
mkt_001148,2025-10-26T00:00:00Z,2025-10-29T00:00:00Z,2025-11-15T00:00:00Z,390.03,MXN,message,google,direct,google,organic,summer_sale,56.03,4231,127,3.0017,218.53,3,519.28,2.3762,2026-07-04T05:01:03.099173
mkt_001149,2025-10-26T00:00:00Z,2025-11-02T00:00:00Z,2025-11-19T00:00:00Z,471.17,EUR,organic,mailchimp,sms,mailchimp,display,brand_awareness,40.21,11375,187,1.644,189.45,9,2603.87,13.7444,2026-07-04T05:01:03.099173
mkt_001150,2025-10-27T00:00:00Z,2025-11-02T00:00:00Z,2025-11-25T00:00:00Z,497.7,USD,ad,instagram,display,instagram,cpc,brand_awareness,59.41,11000,613,5.5727,295.7,3,144.59,0.489,2026-07-04T05:01:03.099173
mkt_001151,2025-10-27T00:00:00Z,2025-11-07T00:00:00Z,2025-11-05T00:00:00Z,65.59,USD,organic,twitter,social,twitter,organic,brand_awareness,85.33,3982,81,2.0342,55.97,2,583.15,10.419,2026-07-04T05:01:03.099173
mkt_001152,2025-10-27T00:00:00Z,2025-10-29T00:00:00Z,2025-11-21T00:00:00Z,231.97,USD,retargeting,bing,social,bing,social,crypto_traders_jan,57.46,3732,343,9.1908,133.3,17,1301.25,9.7618,2026-07-04T05:01:03.099173
mkt_001153,2025-10-27T00:00:00Z,2025-11-06T00:00:00Z,2025-11-14T00:00:00Z,300.17,EUR,ad,bing,email,bing,social,abandoned_cart_recovery,78.72,9357,819,8.7528,236.29,23,3543.52,14.9965,2026-07-04T05:01:03.099173
mkt_001154,2025-10-27T00:00:00Z,2025-10-29T00:00:00Z,2025-11-16T00:00:00Z,444.94,USD,organic,twitter,referral,twitter,display,crypto_traders_jan,46.28,10250,672,6.5561,205.92,16,2453.02,11.9125,2026-07-04T05:01:03.099173
mkt_001155,2025-10-28T00:00:00Z,2025-11-05T00:00:00Z,2025-11-10T00:00:00Z,61.59,USD,retargeting,twitter,search,twitter,referral,brand_awareness,66.55,14788,90,0.6086,40.99,3,625.52,15.2603,2026-07-04T05:01:03.099173
mkt_001156,2025-10-28T00:00:00Z,2025-11-07T00:00:00Z,2025-11-09T00:00:00Z,269.53,EUR,retargeting,tiktok,referral,tiktok,cpc,brand_awareness,96.1,1128,120,10.6383,259.03,6,1175.45,4.5379,2026-07-04T05:01:03.099173
